user_id,segment,signup_date,activation_delay_days,activated,ttv_days,retained_30d,retained_90d,cohort_month,activation_date
1494,B,2024-03-08,20.0,1,20.0,1,0,2024-03-01,2024-03-28
240,A,2024-03-08,2.0,1,2.0,0,1,2024-03-01,2024-03-10
1851,A,2024-03-09,,0,,0,0,2024-03-01,
499,A,2024-03-09,21.0,1,21.0,1,0,2024-03-01,2024-03-30
209,A,2024-03-09,,0,,0,0,2024-03-01,
1271,B,2024-03-09,9.0,1,9.0,1,0,2024-03-01,2024-03-18
1374,B,2024-03-10,6.0,1,6.0,0,0,2024-03-01,2024-03-16
844,A,2024-03-10,6.0,1,6.0,1,1,2024-03-01,2024-03-16
1681,B,2024-03-10,9.0,1,9.0,1,0,2024-03-01,2024-03-19
1656,A,2024-03-10,1.0,1,1.0,1,0,2024-03-01,2024-03-11
682,A,2024-03-10,11.0,1,11.0,0,0,2024-03-01,2024-03-21
673,B,2024-03-10,,0,,0,0,2024-03-01,
1329,A,2024-03-11,11.0,1,11.0,0,1,2024-03-01,2024-03-22
1961,B,2024-03-11,8.0,1,8.0,0,0,2024-03-01,2024-03-19
1234,B,2024-03-11,,0,,0,0,2024-03-01,
1545,A,2024-03-12,13.0,1,13.0,0,1,2024-03-01,2024-03-25
654,A,2024-03-12,12.0,1,12.0,1,1,2024-03-01,2024-03-24
1567,A,2024-03-12,,0,,0,0,2024-03-01,
1752,A,2024-03-12,6.0,1,6.0,0,1,2024-03-01,2024-03-18
262,B,2024-03-12,,0,,0,0,2024-03-01,
1796,A,2024-03-12,2.0,1,2.0,0,0,2024-03-01,2024-03-14
27,A,2024-03-13,1.0,1,1.0,1,0,2024-03-01,2024-03-14
1465,B,2024-03-13,7.0,1,7.0,1,0,2024-03-01,2024-03-20
1996,B,2024-03-13,22.0,1,22.0,0,1,2024-03-01,2024-04-04
581,A,2024-03-13,7.0,1,7.0,1,0,2024-03-01,2024-03-20
1418,A,2024-03-13,3.0,1,3.0,1,0,2024-03-01,2024-03-16
248,A,2024-03-13,9.0,1,9.0,1,1,2024-03-01,2024-03-22
875,B,2024-03-13,12.0,1,12.0,1,0,2024-03-01,2024-03-25
1246,A,2024-03-13,,0,,0,0,2024-03-01,
605,B,2024-03-13,33.0,1,33.0,1,1,2024-03-01,2024-04-15
1299,B,2024-03-13,2.0,1,2.0,0,0,2024-03-01,2024-03-15
1662,B,2024-03-14,1.0,1,1.0,1,0,2024-03-01,2024-03-15
1979,B,2024-03-14,4.0,1,4.0,1,0,2024-03-01,2024-03-18
1878,A,2024-03-14,5.0,1,5.0,1,1,2024-03-01,2024-03-19
1549,A,2024-03-14,23.0,1,23.0,1,1,2024-03-01,2024-04-06
103,A,2024-03-14,5.0,1,5.0,1,0,2024-03-01,2024-03-19
803,B,2024-03-15,9.0,1,9.0,1,0,2024-03-01,2024-03-24
119,A,2024-03-15,9.0,1,9.0,1,1,2024-03-01,2024-03-24
1313,B,2024-03-15,3.0,1,3.0,0,0,2024-03-01,2024-03-18
1763,A,2024-03-15,6.0,1,6.0,0,0,2024-03-01,2024-03-21
1280,B,2024-03-15,4.0,1,4.0,0,1,2024-03-01,2024-03-19
556,A,2024-03-15,6.0,1,6.0,0,1,2024-03-01,2024-03-21
1570,A,2024-03-15,,0,,0,0,2024-03-01,
1834,A,2024-03-15,5.0,1,5.0,0,0,2024-03-01,2024-03-20
1781,A,2024-03-15,4.0,1,4.0,0,1,2024-03-01,2024-03-19
48,A,2024-03-16,11.0,1,11.0,1,1,2024-03-01,2024-03-27
587,A,2024-03-16,25.0,1,25.0,1,0,2024-03-01,2024-04-10
1273,A,2024-03-16,,0,,0,0,2024-03-01,
827,B,2024-03-16,26.0,1,26.0,0,0,2024-03-01,2024-04-11
1667,B,2024-03-16,10.0,1,10.0,1,1,2024-03-01,2024-03-26
1115,B,2024-03-16,15.0,1,15.0,0,0,2024-03-01,2024-03-31
492,B,2024-03-16,17.0,1,17.0,0,1,2024-03-01,2024-04-02
1864,A,2024-03-17,4.0,1,4.0,0,0,2024-03-01,2024-03-21
283,A,2024-03-17,10.0,1,10.0,1,1,2024-03-01,2024-03-27
79,B,2024-03-17,15.0,1,15.0,1,0,2024-03-01,2024-04-01
1943,A,2024-03-17,,0,,0,0,2024-03-01,
1377,B,2024-03-17,24.0,1,24.0,0,1,2024-03-01,2024-04-10
1905,B,2024-03-18,4.0,1,4.0,0,1,2024-03-01,2024-03-22
834,B,2024-03-18,10.0,1,10.0,0,1,2024-03-01,2024-03-28
1688,A,2024-03-18,16.0,1,16.0,0,0,2024-03-01,2024-04-03
59,A,2024-03-18,,0,,0,0,2024-03-01,
905,B,2024-03-18,,0,,0,0,2024-03-01,
628,A,2024-03-18,7.0,1,7.0,1,0,2024-03-01,2024-03-25
1073,A,2024-03-18,14.0,1,14.0,1,1,2024-03-01,2024-04-01
1888,A,2024-03-18,15.0,1,15.0,1,0,2024-03-01,2024-04-02
156,B,2024-03-18,13.0,1,13.0,1,0,2024-03-01,2024-03-31
1739,A,2024-03-19,,0,,0,0,2024-03-01,
755,B,2024-03-19,,0,,0,0,2024-03-01,
408,B,2024-03-19,4.0,1,4.0,0,1,2024-03-01,2024-03-23
1103,B,2024-03-19,10.0,1,10.0,1,0,2024-03-01,2024-03-29
1416,B,2024-03-19,3.0,1,3.0,0,0,2024-03-01,2024-03-22
1717,A,2024-03-19,6.0,1,6.0,1,1,2024-03-01,2024-03-25
964,A,2024-03-20,3.0,1,3.0,1,0,2024-03-01,2024-03-23
448,B,2024-03-20,29.0,1,29.0,0,0,2024-03-01,2024-04-18
1328,B,2024-03-20,8.0,1,8.0,1,0,2024-03-01,2024-03-28
1957,B,2024-03-20,10.0,1,10.0,0,0,2024-03-01,2024-03-30
226,B,2024-03-20,8.0,1,8.0,1,1,2024-03-01,2024-03-28
929,B,2024-03-21,,0,,0,0,2024-03-01,
1694,B,2024-03-21,6.0,1,6.0,0,1,2024-03-01,2024-03-27
1168,A,2024-03-21,6.0,1,6.0,1,1,2024-03-01,2024-03-27
1177,A,2024-03-21,4.0,1,4.0,1,1,2024-03-01,2024-03-25
634,A,2024-03-21,10.0,1,10.0,0,0,2024-03-01,2024-03-31
930,B,2024-03-22,9.0,1,9.0,1,1,2024-03-01,2024-03-31
1351,B,2024-03-22,,0,,0,0,2024-03-01,
391,B,2024-03-22,,0,,0,0,2024-03-01,
19,B,2024-03-22,13.0,1,13.0,1,0,2024-03-01,2024-04-04
996,A,2024-03-22,3.0,1,3.0,1,1,2024-03-01,2024-03-25
168,B,2024-03-22,,0,,0,0,2024-03-01,
159,B,2024-03-22,12.0,1,12.0,0,1,2024-03-01,2024-04-03
1424,A,2024-03-22,,0,,0,0,2024-03-01,
1040,A,2024-03-22,16.0,1,16.0,0,1,2024-03-01,2024-04-07
1450,A,2024-03-23,,0,,0,0,2024-03-01,
811,A,2024-03-23,,0,,0,0,2024-03-01,
812,A,2024-03-23,22.0,1,22.0,1,0,2024-03-01,2024-04-14
1487,B,2024-03-23,17.0,1,17.0,0,0,2024-03-01,2024-04-09
1387,B,2024-03-23,4.0,1,4.0,0,0,2024-03-01,2024-03-27
1432,B,2024-03-24,4.0,1,4.0,0,1,2024-03-01,2024-03-28
1587,A,2024-03-24,,0,,0,0,2024-03-01,
656,A,2024-03-24,22.0,1,22.0,0,0,2024-03-01,2024-04-15
1486,A,2024-03-24,3.0,1,3.0,1,1,2024-03-01,2024-03-27
1623,B,2024-03-24,3.0,1,3.0,0,1,2024-03-01,2024-03-27
764,A,2024-03-25,10.0,1,10.0,1,1,2024-03-01,2024-04-04
1496,B,2024-03-25,,0,,0,0,2024-03-01,
1127,A,2024-03-25,10.0,1,10.0,1,0,2024-03-01,2024-04-04
1725,A,2024-03-25,14.0,1,14.0,1,1,2024-03-01,2024-04-08
607,B,2024-03-25,8.0,1,8.0,1,0,2024-03-01,2024-04-02
1625,A,2024-03-25,2.0,1,2.0,0,0,2024-03-01,2024-03-27
791,A,2024-03-25,18.0,1,18.0,1,0,2024-03-01,2024-04-12
491,B,2024-03-25,8.0,1,8.0,1,1,2024-03-01,2024-04-02
1953,B,2024-03-26,8.0,1,8.0,0,0,2024-03-01,2024-04-03
1030,A,2024-03-26,10.0,1,10.0,1,1,2024-03-01,2024-04-05
956,B,2024-03-26,7.0,1,7.0,1,1,2024-03-01,2024-04-02
1305,B,2024-03-26,4.0,1,4.0,1,1,2024-03-01,2024-03-30
967,B,2024-03-26,12.0,1,12.0,0,1,2024-03-01,2024-04-07
1001,A,2024-03-26,6.0,1,6.0,1,1,2024-03-01,2024-04-01
1303,B,2024-03-27,18.0,1,18.0,1,1,2024-03-01,2024-04-14
1690,A,2024-03-27,13.0,1,13.0,0,0,2024-03-01,2024-04-09
985,A,2024-03-27,14.0,1,14.0,1,1,2024-03-01,2024-04-10
1618,B,2024-03-27,14.0,1,14.0,0,0,2024-03-01,2024-04-10
373,A,2024-03-27,2.0,1,2.0,1,0,2024-03-01,2024-03-29
1096,A,2024-03-28,,0,,0,0,2024-03-01,
188,A,2024-03-28,4.0,1,4.0,1,1,2024-03-01,2024-04-01
773,B,2024-03-28,5.0,1,5.0,0,0,2024-03-01,2024-04-02
1426,A,2024-03-28,,0,,0,0,2024-03-01,
983,B,2024-03-28,15.0,1,15.0,1,1,2024-03-01,2024-04-12
1391,B,2024-03-28,,0,,0,0,2024-03-01,
907,A,2024-04-01,3.0,1,3.0,1,1,2024-04-01,2024-04-04
1754,B,2024-04-01,,0,,0,0,2024-04-01,
741,A,2024-04-01,31.0,1,31.0,0,0,2024-04-01,2024-05-02
151,B,2024-04-01,12.0,1,12.0,0,0,2024-04-01,2024-04-13
358,B,2024-04-01,,0,,0,0,2024-04-01,
918,A,2024-04-01,,0,,0,0,2024-04-01,
1227,A,2024-04-01,,0,,0,0,2024-04-01,
205,A,2024-04-02,9.0,1,9.0,0,1,2024-04-01,2024-04-11
316,A,2024-04-02,2.0,1,2.0,0,0,2024-04-01,2024-04-04
1611,A,2024-04-02,1.0,1,1.0,0,0,2024-04-01,2024-04-03
1190,B,2024-04-02,14.0,1,14.0,1,0,2024-04-01,2024-04-16
612,B,2024-04-02,9.0,1,9.0,1,0,2024-04-01,2024-04-11
744,A,2024-04-02,,0,,0,0,2024-04-01,
1290,B,2024-04-02,,0,,0,0,2024-04-01,
632,B,2024-04-02,51.0,1,51.0,0,0,2024-04-01,2024-05-23
1676,B,2024-04-02,4.0,1,4.0,0,1,2024-04-01,2024-04-06
1986,B,2024-04-03,14.0,1,14.0,0,0,2024-04-01,2024-04-17
1813,B,2024-04-03,32.0,1,32.0,1,0,2024-04-01,2024-05-05
688,B,2024-04-03,18.0,1,18.0,0,0,2024-04-01,2024-04-21
338,B,2024-04-03,5.0,1,5.0,0,0,2024-04-01,2024-04-08
667,B,2024-04-03,5.0,1,5.0,1,1,2024-04-01,2024-04-08
794,A,2024-04-03,4.0,1,4.0,1,0,2024-04-01,2024-04-07
256,B,2024-04-04,5.0,1,5.0,1,0,2024-04-01,2024-04-09
1098,B,2024-04-04,5.0,1,5.0,1,0,2024-04-01,2024-04-09
1153,A,2024-04-04,,0,,0,0,2024-04-01,
579,B,2024-04-04,19.0,1,19.0,0,0,2024-04-01,2024-04-23
1637,A,2024-04-05,2.0,1,2.0,1,0,2024-04-01,2024-04-07
1936,A,2024-04-05,14.0,1,14.0,1,1,2024-04-01,2024-04-19
1757,A,2024-04-05,2.0,1,2.0,1,1,2024-04-01,2024-04-07
242,B,2024-04-05,21.0,1,21.0,1,0,2024-04-01,2024-04-26
569,A,2024-04-05,,0,,0,0,2024-04-01,
375,A,2024-04-05,3.0,1,3.0,0,0,2024-04-01,2024-04-08
398,A,2024-04-05,9.0,1,9.0,1,0,2024-04-01,2024-04-14
1470,A,2024-04-05,3.0,1,3.0,0,0,2024-04-01,2024-04-08
234,B,2024-04-05,28.0,1,28.0,1,0,2024-04-01,2024-05-03
748,A,2024-04-05,,0,,0,0,2024-04-01,
377,B,2024-04-05,8.0,1,8.0,0,0,2024-04-01,2024-04-13
378,A,2024-04-05,13.0,1,13.0,1,1,2024-04-01,2024-04-18
1737,B,2024-04-05,2.0,1,2.0,1,1,2024-04-01,2024-04-07
1890,A,2024-04-05,5.0,1,5.0,1,0,2024-04-01,2024-04-10
1831,A,2024-04-05,,0,,0,0,2024-04-01,
633,A,2024-04-06,8.0,1,8.0,0,1,2024-04-01,2024-04-14
1894,A,2024-04-06,5.0,1,5.0,0,1,2024-04-01,2024-04-11
1370,A,2024-04-06,2.0,1,2.0,0,1,2024-04-01,2024-04-08
115,A,2024-04-06,17.0,1,17.0,1,0,2024-04-01,2024-04-23
681,A,2024-04-06,1.0,1,1.0,1,0,2024-04-01,2024-04-07
1027,B,2024-04-07,31.0,1,31.0,0,1,2024-04-01,2024-05-08
1415,A,2024-04-07,11.0,1,11.0,0,0,2024-04-01,2024-04-18
789,B,2024-04-07,17.0,1,17.0,0,1,2024-04-01,2024-04-24
868,B,2024-04-07,1.0,1,1.0,1,1,2024-04-01,2024-04-08
1528,A,2024-04-07,13.0,1,13.0,1,0,2024-04-01,2024-04-20
263,A,2024-04-07,1.0,1,1.0,0,1,2024-04-01,2024-04-08
1853,A,2024-04-07,5.0,1,5.0,0,1,2024-04-01,2024-04-12
1321,A,2024-04-07,9.0,1,9.0,0,0,2024-04-01,2024-04-16
1771,B,2024-04-07,33.0,1,33.0,1,0,2024-04-01,2024-05-10
1711,B,2024-04-08,17.0,1,17.0,0,0,2024-04-01,2024-04-25
7,B,2024-04-08,17.0,1,17.0,0,0,2024-04-01,2024-04-25
476,A,2024-04-08,13.0,1,13.0,1,1,2024-04-01,2024-04-21
511,A,2024-04-08,,0,,0,0,2024-04-01,
1109,B,2024-04-08,20.0,1,20.0,0,1,2024-04-01,2024-04-28
816,B,2024-04-08,4.0,1,4.0,1,0,2024-04-01,2024-04-12
495,B,2024-04-08,,0,,0,0,2024-04-01,
725,A,2024-04-08,7.0,1,7.0,1,1,2024-04-01,2024-04-15
711,B,2024-04-09,9.0,1,9.0,0,1,2024-04-01,2024-04-18
1131,B,2024-04-09,7.0,1,7.0,1,0,2024-04-01,2024-04-16
172,A,2024-04-09,12.0,1,12.0,1,0,2024-04-01,2024-04-21
447,B,2024-04-09,,0,,0,0,2024-04-01,
488,A,2024-04-09,22.0,1,22.0,1,1,2024-04-01,2024-05-01
1110,A,2024-04-09,,0,,0,0,2024-04-01,
440,B,2024-04-10,21.0,1,21.0,0,1,2024-04-01,2024-05-01
246,B,2024-04-10,,0,,0,0,2024-04-01,
301,B,2024-04-10,6.0,1,6.0,0,1,2024-04-01,2024-04-16
699,B,2024-04-10,21.0,1,21.0,0,1,2024-04-01,2024-05-01
925,A,2024-04-10,7.0,1,7.0,1,1,2024-04-01,2024-04-17
1081,A,2024-04-10,2.0,1,2.0,1,1,2024-04-01,2024-04-12
1569,A,2024-04-10,6.0,1,6.0,1,0,2024-04-01,2024-04-16
494,A,2024-04-10,1.0,1,1.0,1,0,2024-04-01,2024-04-11
1874,B,2024-04-10,12.0,1,12.0,1,1,2024-04-01,2024-04-22
1930,A,2024-04-10,13.0,1,13.0,1,1,2024-04-01,2024-04-23
17,B,2024-04-10,8.0,1,8.0,1,1,2024-04-01,2024-04-18
1221,A,2024-04-10,5.0,1,5.0,1,0,2024-04-01,2024-04-15
82,A,2024-04-11,4.0,1,4.0,0,1,2024-04-01,2024-04-15
949,B,2024-04-11,7.0,1,7.0,0,0,2024-04-01,2024-04-18
1543,A,2024-04-11,13.0,1,13.0,0,0,2024-04-01,2024-04-24
1433,A,2024-04-11,24.0,1,24.0,1,0,2024-04-01,2024-05-05
1708,A,2024-04-11,4.0,1,4.0,0,1,2024-04-01,2024-04-15
187,A,2024-04-11,13.0,1,13.0,1,0,2024-04-01,2024-04-24
1634,B,2024-04-12,1.0,1,1.0,0,1,2024-04-01,2024-04-13
859,A,2024-04-12,,0,,0,0,2024-04-01,
41,A,2024-04-12,5.0,1,5.0,1,0,2024-04-01,2024-04-17
51,A,2024-04-12,12.0,1,12.0,0,1,2024-04-01,2024-04-24
1964,A,2024-04-13,,0,,0,0,2024-04-01,
1768,A,2024-04-13,3.0,1,3.0,1,0,2024-04-01,2024-04-16
39,A,2024-04-13,19.0,1,19.0,0,0,2024-04-01,2024-05-02
1289,A,2024-04-13,,0,,0,0,2024-04-01,
580,A,2024-04-13,2.0,1,2.0,0,1,2024-04-01,2024-04-15
124,A,2024-04-13,6.0,1,6.0,1,1,2024-04-01,2024-04-19
87,B,2024-04-13,3.0,1,3.0,1,0,2024-04-01,2024-04-16
1233,A,2024-04-13,10.0,1,10.0,0,1,2024-04-01,2024-04-23
1483,B,2024-04-13,7.0,1,7.0,0,1,2024-04-01,2024-04-20
588,A,2024-04-14,2.0,1,2.0,1,0,2024-04-01,2024-04-16
1765,A,2024-04-14,12.0,1,12.0,1,1,2024-04-01,2024-04-26
1934,B,2024-04-14,3.0,1,3.0,0,0,2024-04-01,2024-04-17
603,B,2024-04-14,6.0,1,6.0,1,0,2024-04-01,2024-04-20
387,B,2024-04-14,10.0,1,10.0,1,0,2024-04-01,2024-04-24
617,B,2024-04-14,9.0,1,9.0,1,0,2024-04-01,2024-04-23
590,A,2024-04-14,6.0,1,6.0,0,1,2024-04-01,2024-04-20
1703,A,2024-04-15,,0,,0,0,2024-04-01,
1117,A,2024-04-15,7.0,1,7.0,0,0,2024-04-01,2024-04-22
818,A,2024-04-15,,0,,0,0,2024-04-01,
15,A,2024-04-15,2.0,1,2.0,1,1,2024-04-01,2024-04-17
409,A,2024-04-15,10.0,1,10.0,0,0,2024-04-01,2024-04-25
649,B,2024-04-16,14.0,1,14.0,0,1,2024-04-01,2024-04-30
397,B,2024-04-16,8.0,1,8.0,1,0,2024-04-01,2024-04-24
771,A,2024-04-16,15.0,1,15.0,0,0,2024-04-01,2024-05-01
650,A,2024-04-17,6.0,1,6.0,1,1,2024-04-01,2024-04-23
1230,A,2024-04-17,1.0,1,1.0,1,1,2024-04-01,2024-04-18
1163,B,2024-04-18,,0,,0,0,2024-04-01,
1258,B,2024-04-18,7.0,1,7.0,1,1,2024-04-01,2024-04-25
1941,A,2024-04-18,4.0,1,4.0,1,1,2024-04-01,2024-04-22
1378,B,2024-04-18,5.0,1,5.0,1,1,2024-04-01,2024-04-23
1455,A,2024-04-18,,0,,0,0,2024-04-01,
1,B,2024-04-18,2.0,1,2.0,1,0,2024-04-01,2024-04-20
110,B,2024-04-18,18.0,1,18.0,1,0,2024-04-01,2024-05-06
497,A,2024-04-18,1.0,1,1.0,1,1,2024-04-01,2024-04-19
158,B,2024-04-18,,0,,0,0,2024-04-01,
257,B,2024-04-18,2.0,1,2.0,1,0,2024-04-01,2024-04-20
1726,A,2024-04-19,1.0,1,1.0,1,0,2024-04-01,2024-04-20
344,B,2024-04-19,35.0,1,35.0,0,0,2024-04-01,2024-05-24
1541,B,2024-04-19,2.0,1,2.0,1,0,2024-04-01,2024-04-21
509,A,2024-04-19,1.0,1,1.0,0,1,2024-04-01,2024-04-20
1445,A,2024-04-19,7.0,1,7.0,0,0,2024-04-01,2024-04-26
1614,A,2024-04-19,2.0,1,2.0,0,0,2024-04-01,2024-04-21
1917,B,2024-04-19,21.0,1,21.0,1,0,2024-04-01,2024-05-10
1287,A,2024-04-19,5.0,1,5.0,1,0,2024-04-01,2024-04-24
951,A,2024-04-20,,0,,0,0,2024-04-01,
665,A,2024-04-20,,0,,0,0,2024-04-01,
332,A,2024-04-20,,0,,0,0,2024-04-01,
734,A,2024-04-20,,0,,0,0,2024-04-01,
1345,B,2024-04-21,,0,,0,0,2024-04-01,
1010,A,2024-04-21,6.0,1,6.0,1,0,2024-04-01,2024-04-27
138,A,2024-04-21,22.0,1,22.0,1,1,2024-04-01,2024-05-13
1947,A,2024-04-21,18.0,1,18.0,1,1,2024-04-01,2024-05-09
177,A,2024-04-21,9.0,1,9.0,1,1,2024-04-01,2024-04-30
407,A,2024-04-21,,0,,0,0,2024-04-01,
1642,A,2024-04-22,5.0,1,5.0,1,0,2024-04-01,2024-04-27
1451,B,2024-04-22,17.0,1,17.0,0,0,2024-04-01,2024-05-09
1558,A,2024-04-22,6.0,1,6.0,1,0,2024-04-01,2024-04-28
33,A,2024-04-22,,0,,0,0,2024-04-01,
235,B,2024-04-22,3.0,1,3.0,1,0,2024-04-01,2024-04-25
1805,B,2024-04-22,9.0,1,9.0,1,0,2024-04-01,2024-05-01
1839,B,2024-04-22,14.0,1,14.0,0,0,2024-04-01,2024-05-06
146,A,2024-04-23,15.0,1,15.0,1,0,2024-04-01,2024-05-08
1077,A,2024-04-23,12.0,1,12.0,1,1,2024-04-01,2024-05-05
405,B,2024-04-23,26.0,1,26.0,1,0,2024-04-01,2024-05-19
452,B,2024-04-23,4.0,1,4.0,0,0,2024-04-01,2024-04-27
247,B,2024-04-23,8.0,1,8.0,1,0,2024-04-01,2024-05-01
939,B,2024-04-23,3.0,1,3.0,1,1,2024-04-01,2024-04-26
1049,B,2024-04-23,10.0,1,10.0,0,1,2024-04-01,2024-05-03
290,A,2024-04-24,2.0,1,2.0,1,1,2024-04-01,2024-04-26
441,B,2024-04-24,14.0,1,14.0,0,0,2024-04-01,2024-05-08
746,A,2024-04-24,2.0,1,2.0,1,1,2024-04-01,2024-04-26
274,B,2024-04-24,3.0,1,3.0,0,1,2024-04-01,2024-04-27
1100,A,2024-04-24,,0,,0,0,2024-04-01,
1031,B,2024-04-25,26.0,1,26.0,1,0,2024-04-01,2024-05-21
24,B,2024-04-25,4.0,1,4.0,0,1,2024-04-01,2024-04-29
1341,A,2024-04-25,6.0,1,6.0,0,1,2024-04-01,2024-05-01
1767,B,2024-04-25,1.0,1,1.0,1,0,2024-04-01,2024-04-26
1116,A,2024-04-26,3.0,1,3.0,1,1,2024-04-01,2024-04-29
1464,A,2024-04-26,,0,,0,0,2024-04-01,
482,A,2024-04-26,3.0,1,3.0,0,1,2024-04-01,2024-04-29
410,B,2024-04-26,7.0,1,7.0,0,0,2024-04-01,2024-05-03
1835,A,2024-04-26,5.0,1,5.0,0,0,2024-04-01,2024-05-01
75,A,2024-04-26,5.0,1,5.0,1,0,2024-04-01,2024-05-01
1349,A,2024-04-26,2.0,1,2.0,1,1,2024-04-01,2024-04-28
507,A,2024-04-27,,0,,0,0,2024-04-01,
775,A,2024-04-27,7.0,1,7.0,0,0,2024-04-01,2024-05-04
1477,A,2024-04-27,,0,,0,0,2024-04-01,
653,B,2024-04-27,23.0,1,23.0,1,1,2024-04-01,2024-05-20
1425,A,2024-04-27,3.0,1,3.0,1,1,2024-04-01,2024-04-30
1705,A,2024-04-27,,0,,0,0,2024-04-01,
34,A,2024-04-27,11.0,1,11.0,1,0,2024-04-01,2024-05-08
1059,A,2024-04-28,22.0,1,22.0,0,1,2024-04-01,2024-05-20
425,B,2024-04-28,5.0,1,5.0,0,1,2024-04-01,2024-05-03
324,A,2024-04-28,6.0,1,6.0,1,0,2024-04-01,2024-05-04
427,A,2024-04-28,8.0,1,8.0,1,1,2024-04-01,2024-05-06
1365,A,2024-04-28,,0,,0,0,2024-04-01,
1945,B,2024-04-28,,0,,0,0,2024-04-01,
229,B,2024-05-01,,0,,0,0,2024-05-01,
471,A,2024-05-01,32.0,1,32.0,0,1,2024-05-01,2024-06-02
1398,B,2024-05-01,13.0,1,13.0,0,1,2024-05-01,2024-05-14
984,A,2024-05-01,1.0,1,1.0,0,1,2024-05-01,2024-05-02
901,A,2024-05-02,8.0,1,8.0,0,0,2024-05-01,2024-05-10
1795,B,2024-05-02,2.0,1,2.0,0,0,2024-05-01,2024-05-04
1360,A,2024-05-02,6.0,1,6.0,1,0,2024-05-01,2024-05-08
313,A,2024-05-02,,0,,0,0,2024-05-01,
809,A,2024-05-02,10.0,1,10.0,1,0,2024-05-01,2024-05-12
192,A,2024-05-02,1.0,1,1.0,0,0,2024-05-01,2024-05-03
1161,A,2024-05-02,10.0,1,10.0,1,0,2024-05-01,2024-05-12
1490,A,2024-05-03,17.0,1,17.0,0,0,2024-05-01,2024-05-20
1671,A,2024-05-03,,0,,0,0,2024-05-01,
439,B,2024-05-03,7.0,1,7.0,1,1,2024-05-01,2024-05-10
1859,A,2024-05-03,15.0,1,15.0,1,0,2024-05-01,2024-05-18
413,A,2024-05-03,12.0,1,12.0,1,0,2024-05-01,2024-05-15
889,A,2024-05-03,2.0,1,2.0,0,1,2024-05-01,2024-05-05
738,A,2024-05-04,11.0,1,11.0,1,1,2024-05-01,2024-05-15
490,B,2024-05-04,,0,,0,0,2024-05-01,
326,B,2024-05-04,12.0,1,12.0,1,0,2024-05-01,2024-05-16
52,A,2024-05-04,,0,,0,0,2024-05-01,
1339,B,2024-05-04,,0,,0,0,2024-05-01,
1046,A,2024-05-04,7.0,1,7.0,0,1,2024-05-01,2024-05-11
1858,A,2024-05-04,4.0,1,4.0,1,0,2024-05-01,2024-05-08
1601,B,2024-05-04,2.0,1,2.0,0,1,2024-05-01,2024-05-06
1314,A,2024-05-05,,0,,0,0,2024-05-01,
345,B,2024-05-05,,0,,0,0,2024-05-01,
1802,B,2024-05-05,,0,,0,0,2024-05-01,
49,B,2024-05-05,5.0,1,5.0,1,0,2024-05-01,2024-05-10
719,B,2024-05-05,7.0,1,7.0,1,1,2024-05-01,2024-05-12
93,A,2024-05-05,22.0,1,22.0,1,0,2024-05-01,2024-05-27
651,A,2024-05-06,7.0,1,7.0,1,1,2024-05-01,2024-05-13
1141,A,2024-05-06,16.0,1,16.0,1,1,2024-05-01,2024-05-22
1255,A,2024-05-06,23.0,1,23.0,1,0,2024-05-01,2024-05-29
218,A,2024-05-06,4.0,1,4.0,1,0,2024-05-01,2024-05-10
250,A,2024-05-06,,0,,0,0,2024-05-01,
252,B,2024-05-06,,0,,0,0,2024-05-01,
174,B,2024-05-06,10.0,1,10.0,1,1,2024-05-01,2024-05-16
40,B,2024-05-07,7.0,1,7.0,0,0,2024-05-01,2024-05-14
162,B,2024-05-07,,0,,0,0,2024-05-01,
100,B,2024-05-07,27.0,1,27.0,1,1,2024-05-01,2024-06-03
203,A,2024-05-07,4.0,1,4.0,1,1,2024-05-01,2024-05-11
1568,A,2024-05-07,5.0,1,5.0,1,0,2024-05-01,2024-05-12
1729,A,2024-05-07,4.0,1,4.0,1,1,2024-05-01,2024-05-11
385,A,2024-05-07,1.0,1,1.0,0,1,2024-05-01,2024-05-08
1383,A,2024-05-07,19.0,1,19.0,0,1,2024-05-01,2024-05-26
389,A,2024-05-07,5.0,1,5.0,1,0,2024-05-01,2024-05-12
161,A,2024-05-07,,0,,0,0,2024-05-01,
1220,A,2024-05-07,2.0,1,2.0,0,1,2024-05-01,2024-05-09
517,A,2024-05-08,11.0,1,11.0,0,0,2024-05-01,2024-05-19
1293,B,2024-05-08,,0,,0,0,2024-05-01,
506,B,2024-05-08,12.0,1,12.0,1,1,2024-05-01,2024-05-20
30,B,2024-05-08,5.0,1,5.0,1,1,2024-05-01,2024-05-13
442,A,2024-05-08,,0,,0,0,2024-05-01,
1149,A,2024-05-08,,0,,0,0,2024-05-01,
961,A,2024-05-08,6.0,1,6.0,0,0,2024-05-01,2024-05-14
664,A,2024-05-08,2.0,1,2.0,1,0,2024-05-01,2024-05-10
1700,B,2024-05-08,12.0,1,12.0,1,1,2024-05-01,2024-05-20
566,B,2024-05-08,,0,,0,0,2024-05-01,
255,A,2024-05-08,5.0,1,5.0,0,0,2024-05-01,2024-05-13
66,B,2024-05-08,41.0,1,41.0,0,1,2024-05-01,2024-06-18
630,B,2024-05-09,9.0,1,9.0,0,0,2024-05-01,2024-05-18
403,B,2024-05-09,13.0,1,13.0,0,1,2024-05-01,2024-05-22
